Cam ID,Location,Latitude ,Longitude,camera_type,brand,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,bandwidth_mbps,night_vision,technical_notes,lat_dd,lon_dd,governorate_en,Kuwait_Governorate,estimated_daily_vehicles
116,مخرج  القادم من مشرف باتجاه الفحيحيل," 29°17'20.89""N","48° 4'19.50""E",Dome,Vivotek,2022-09-18 00:00:00,2025-12-07 00:00:00,19,Online,26.7,48,1,258,65,Good,99.04,5.9,FALSE,Heat exposure — add shade,29.28913611,48.07208333,Mubarak Al-Kabeer,Mubarak Al-Kabeer,42628
117,مدخل شارع سالم الحريص القادم من الفحيحيل," 29°17'22.83""N"," 48° 4'20.91""E",Thermal,Dahua,2018-02-01 00:00:00,2021-12-07 00:00:00,20,Online,33.7,54,0,722,65,Good,99.91,3.5,TRUE,,29.289675,48.072475,Mubarak Al-Kabeer,Mubarak Al-Kabeer,38957
118,قادم من الفحيحيل باتجاه شارع التعاوان," 29°15'53.70""N","48° 5'11.26""E",Dome,Axis,2019-03-21 00:00:00,2019-10-31 00:00:00,21,Online,25.5,70,1,628,82,Good,99.19,0.84,TRUE,Focus adjustment needed,29.26491667,48.08646111,Mubarak Al-Kabeer,Mubarak Al-Kabeer,45625
120,قادم من السادس باتجاه الفحيحيل," 29°15'54.09""N","48° 5'8.09""E",Bullet,Vivotek,2018-09-14 00:00:00,2022-10-12 00:00:00,21,Online,37.8,56,0,414,66,Good,98.24,3.33,FALSE,,29.265025,48.08558056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,38400
122,قادم من شارع التعاون باتجاه المدينه,"  29°16'24.02""N","48° 4'58.73""E",PTZ,Hikvision,2021-12-25 00:00:00,2025-08-13 00:00:00,20,Online,42.1,45,0,170,66,Good,98.18,8.1,FALSE,Periodic false motion alerts,29.27333889,48.08298056,Mubarak Al-Kabeer,Mubarak Al-Kabeer,40536
123,قادم من المدينه باتجاه الجهراء," 29°16'18.37""N","48° 4'59.42""E",Thermal,Bosch,2018-12-30 00:00:00,2025-07-21 00:00:00,21,Online,38,65,1,595,71,Good,98.4,0.82,TRUE,,29.27176944,48.08317222,Mubarak Al-Kabeer,Mubarak Al-Kabeer,33707
124,قادم من المسيله باتجاه المديدنه," 29°16'5.63""N","48° 2'29.06""E",Fisheye,Hikvision,2018-06-12 00:00:00,2025-03-04 00:00:00,18,Online,40.1,40,1,394,98,Good,99.16,3.73,TRUE,,29.26823056,48.04140556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,62920
125,قادم من الاحمدي باتجاه المسيله," 29°15'51.86""N"," 48° 2'47.92""E",Thermal,Hikvision,2022-10-11 00:00:00,2023-01-28 00:00:00,19,Online,38.3,39,1,44,94,Good,98.56,3.39,TRUE,,29.26440556,48.04664444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,60290
126,قادم من الجهراء باتجاه الاحمدي," 29°15'30.42""N","48° 2'38.20""E",Analog,Vivotek,2018-05-02 00:00:00,2024-07-23 00:00:00,19,Online,30.2,67,3,244,76,Warning,99.28,2.71,TRUE,Firmware update recommended,29.25845,48.04394444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,45625
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,2024-04-01 00:00:00,2024-11-16 00:00:00,19,Online,28.3,53,2,67,76,Good,98.72,1.42,TRUE,Mount stabilization required,29.30164722,47.94146111,Al Farwaniyah,Farwaniya,55526
130,قادم من الضجيج باتجاه السالميه," 29°18'6.17""N","47°57'1.54""E",IP,Axis,2022-03-27 00:00:00,2023-05-07 00:00:00,23,Intermittent,35,44,1,121,85,Warning,92.81,2.02,TRUE,Focus adjustment needed,29.30171389,47.95042778,Al Farwaniyah,Farwaniya,75860
131,قادم من الضجيج باتجاه العمارية," 29°18'6.17""N","47°57'1.54""E",Bullet,Honeywell,2018-10-28 00:00:00,2025-04-23 00:00:00,23,Online,30.6,48,0,255,82,Good,98.63,1.77,TRUE,,29.30171389,47.95042778,Al Farwaniyah,Farwaniya,70590
132,قادم من الجهراء باتجاه الفروانيه," 29°18'8.51""N","47°57'39.44""E",IP,Axis,2024-02-17 00:00:00,2025-06-19 00:00:00,18,Online,39.5,81,1,96,99,Good,99.45,3.08,FALSE,Focus adjustment needed,29.30236389,47.96095556,Al Farwaniyah,Farwaniya,84195
134,قادم من الفروانيه باتجاه السالميه," 29°18'10.03""N","47°57'59.60""E",Bullet,Hikvision,2025-10-14 00:00:00,2025-10-14 00:00:00,19,Online,37,52,1,531,65,Good,98.96,4.47,TRUE,Firmware update recommended,29.30278611,47.96655556,Al Farwaniyah,Farwaniya,51787
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,2025-02-14 00:00:00,2025-05-06 00:00:00,22,Online,34.5,66,0,690,92,Good,99.73,4.76,FALSE,Heat exposure — add shade,29.30344444,47.96616667,Al Farwaniyah,Farwaniya,93337
136,قادم من الجهراء باتجاه د.6," 29°17'21.95""N","47°59'0.33""E",Dome,Hanwha,2022-07-14 00:00:00,2024-02-19 00:00:00,19,Online,30,73,2,678,88,Good,98.5,1.52,TRUE,,29.28943056,47.983425,Al Farwaniyah,Farwaniya,70374
129,قادم من د.4 باتجاه الجهراء,"29°18'5.93""N","47°56'29.26""E",Bullet,Honeywell,2024-04-01 00:00:00,2019-06-11 00:00:00,23,Intermittent,31.6,62,0,169,91,Good,95.46,2.11,TRUE,Focus adjustment needed,29.30164722,47.94146111,Al Farwaniyah,Farwaniya,84132
138,قادم من د.6 باتجاه السالميه," 29°18'14.80""N","47°59'5.17""E",IP,Honeywell,2021-08-13 00:00:00,2024-07-24 00:00:00,21,Online,32.8,65,1,482,98,Good,99.29,3.96,FALSE,,29.30411111,47.98476944,Al Farwaniyah,Farwaniya,96501
135,قادم السالميه باتجاه د.4," 29°18'12.40""N","47°57'58.20""E",Dome,Honeywell,2025-02-14 00:00:00,2021-08-24 00:00:00,18,Online,34.5,83,1,262,92,Good,98.88,5.41,FALSE,Heat exposure — add shade,29.30344444,47.96616667,Al Farwaniyah,Farwaniya,86708
140,قادم من صبحان باتجاه الجهراء ," 29°16'0.85""N"," 47°59'16.96""E",Bullet,Dahua,2023-04-20 00:00:00,2023-11-23 00:00:00,22,Online,24.4,64,2,395,60,Warning,99.52,0.8,TRUE,Replace network cable,29.26690278,47.98804444,Al Farwaniyah,Farwaniya,34795
141,قادم من د.5 باتجاه الجهراء," 29°15'58.38""N","47°59'1.20""E",Analog,Hanwha,2018-05-16 00:00:00,2022-11-07 00:00:00,23,Online,33.1,53,2,423,82,Good,98.95,2.53,FALSE,,29.26621667,47.98366667,Al Farwaniyah,Farwaniya,74468
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2024-04-19 00:00:00,2024-07-25 00:00:00,19,Online,37.3,95,1,323,92,Good,98.38,2.64,TRUE,Focus adjustment needed,29.26543889,47.99215556,Al Farwaniyah,Farwaniya,76651
143,قادم المسيله باتجاه د.5," 29°16'19.36""N"," 47°59'14.09""E",Thermal,Vivotek,2021-03-10 00:00:00,2024-01-05 00:00:00,23,Online,35.3,63,2,308,66,Warning,99.43,3.36,TRUE,Check IR LEDs,29.27204444,47.98724722,Al Farwaniyah,Farwaniya,54370
144,قادم الجهراء باتجاه المطار," 29°15'56.28""N"," 47°57'55.35""E",Bullet,Hikvision,2022-08-24 00:00:00,2022-10-16 00:00:00,19,Online,27.5,63,0,686,81,Good,98.36,2.36,TRUE,Mount stabilization required,29.26563333,47.965375,Al Farwaniyah,Farwaniya,66210
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,2021-11-27 00:00:00,2024-08-08 00:00:00,18,Online,24,72,1,579,67,Good,99.45,7.32,TRUE,Replace network cable,29.26614722,47.96618611,Al Farwaniyah,Farwaniya,61114
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2024-04-19 00:00:00,2023-06-05 00:00:00,21,Online,32.3,47,2,252,94,Good,98.36,1.75,TRUE,Replace network cable,29.26543889,47.99215556,Al Farwaniyah,Farwaniya,82420
147,"قادم من المسيله باتجاه د,5"," 29°15'58.75""N"," 47°58'31.58""E",Fisheye,Bosch,2025-02-03 00:00:00,2025-02-04 00:00:00,19,Online,27.7,36,1,601,87,Good,98.88,1.97,TRUE,Replace network cable,29.26631944,47.97543889,Al Farwaniyah,Farwaniya,71540
148,مدخل  مطار الكويت الدولي," 29°15'7.59""N","47°58'5.94""E",Dome,Bosch,2025-02-18 00:00:00,2025-10-10 00:00:00,22,Online,30.3,33,1,706,98,Good,99.72,5.57,TRUE,Focus adjustment needed,29.25210833,47.96831667,Al Farwaniyah,Farwaniya,102973
150,مخرج مطار الكويت الدولي," 29°15'6.41""N","47°58'6.56""E",Dome,Honeywell,2022-09-13 00:00:00,2025-01-13 00:00:00,21,Online,26.4,67,2,347,90,Good,98.62,2.01,TRUE,Lens requires cleaning,29.25178056,47.96848889,Al Farwaniyah,Farwaniya,78807
152,قادم من الجهراء باتجاه الضجيج," 29°15'47.51""N"," 47°57'8.29""E",Analog,Axis,2025-08-13 00:00:00,2025-05-10 00:00:00,21,Online,37.5,65,2,511,80,Good,98.36,3.73,TRUE,Lens requires cleaning,29.26319722,47.95230278,Al Farwaniyah,Farwaniya,69862
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,2021-11-27 00:00:00,2023-11-28 00:00:00,21,Online,38,33,2,279,86,Good,99.33,2.62,TRUE,Focus adjustment needed,29.26614722,47.96618611,Al Farwaniyah,Farwaniya,73019
155,قادم الضجيج باتجاه المسيله," 29°15'56.54""N","47°57'24.55""E",Fisheye,Dahua,2025-02-07 00:00:00,2025-09-27 00:00:00,19,Online,36.2,53,1,262,62,Good,99.38,2.09,FALSE,Mount stabilization required,29.26570556,47.95681944,Al Farwaniyah,Farwaniya,40353
156,قادم من المسيله باتجاه الخامس," 29°16'9.29""N"," 47°57'6.70""E",Thermal,Honeywell,2020-08-20 00:00:00,2022-09-04 00:00:00,18,Online,36.7,31,1,718,63,Good,98.98,4.5,TRUE,Focus adjustment needed,29.26924722,47.95186111,Al Farwaniyah,Farwaniya,48442
157,مدخل مطار الكويت الدولي T4," 29°15'14.72""N","47°57'41.92""E",Thermal,Bosch,2025-01-14 00:00:00,2025-04-14 00:00:00,23,Online,27.1,57,2,248,65,Warning,98.05,1.1,FALSE,,29.25408889,47.96164444,Al Farwaniyah,Farwaniya,44260
158,قادم المسيله باتجاه اشبيله والجليب," 29°16'1.35""N"," 47°56'25.61""E",Dome,Axis,2018-08-23 00:00:00,2022-07-29 00:00:00,22,Online,37.8,40,1,73,86,Good,98.8,3,TRUE,Check IR LEDs,29.26704167,47.94044722,Al Farwaniyah,Farwaniya,76153
160,قادم من الجليب باتجاه المسيله,"  29°15'59.54""N","47°56'26.39""E",Dome,Uniview,2022-06-05 00:00:00,2022-07-23 00:00:00,18,Offline,26.5,60,0,652,76,Good,92.7,12.49,TRUE,Focus adjustment needed,29.26653889,47.94066389,Al Farwaniyah,Farwaniya,77151
161,قادم من الجهراء باتجاه الجليب," 29°15'59.67""N"," 47°56'16.47""E",Bullet,Dahua,2024-11-01 00:00:00,2025-01-04 00:00:00,20,Online,23.2,55,0,428,93,Good,98.55,4.7,TRUE,Focus adjustment needed,29.266575,47.93790833,Al Farwaniyah,Farwaniya,90342
162,قادم من اشبيله والجليب واشبيله باتجاه الجهراء," 29°16'1.42""N"," 47°56'21.86""E",Fisheye,Honeywell,2021-08-06 00:00:00,2025-05-08 00:00:00,20,Offline,28.1,66,0,155,83,Good,91.68,0.69,TRUE,Periodic false motion alerts,29.26706111,47.93940556,Al Farwaniyah,Farwaniya,60474
163,قادم من المسيله باتجاه باتجاه د.5," 29°16'4.93""N","47°55'32.95""E",Fisheye,Hanwha,2025-10-05 00:00:00,2025-10-26 00:00:00,19,Online,26.1,51,1,16,78,Good,98.14,2.72,TRUE,Firmware update recommended,29.26803611,47.92581944,Al Farwaniyah,Farwaniya,64148
164,قادم من المسيلة باتجاه الجليب 2," 29°16'3.51""N"," 47°55'34.38""E",Fisheye,Uniview,2021-07-04 00:00:00,2025-05-29 00:00:00,20,Online,26.8,66,3,421,78,Warning,98.46,2.55,FALSE,,29.26764167,47.92621667,Al Farwaniyah,Farwaniya,64930
166,قادم من الجهراء باتجاه الجساوي ,"29°16'1.06""N","47°55'17.84""E",IP,Hanwha,2022-02-18 00:00:00,2024-01-29 00:00:00,19,Online,27.7,62,0,82,80,Good,98.77,5.53,TRUE,,29.26696111,47.92162222,Al Farwaniyah,Farwaniya,74754
167,قادم من الحساوي باتجاه المسيله," 29°16'0.54""N","47°55'45.08""E",Analog,Hikvision,2019-03-06 00:00:00,2021-03-29 00:00:00,22,Intermittent,36.5,95,0,574,78,Good,94.07,4.9,TRUE,,29.26681667,47.92918889,Al Farwaniyah,Farwaniya,72272
168,قادم المسيله باتجاه العارضيه وعبدالله المبارك," 29°16'3.19""N"," 47°54'51.86""E",IP,Hanwha,2024-01-01 00:00:00,2025-04-18 00:00:00,19,Online,24.4,63,2,571,60,Warning,98.18,8.93,TRUE,,29.26755278,47.91440556,Al Farwaniyah,Farwaniya,56473
170,قادم من مستشفى الفروانيه باتجاه الجهراء," 29°16'3.72""N","47°54'15.42""E",Fisheye,Uniview,2023-10-20 00:00:00,2024-09-23 00:00:00,18,Online,38.3,45,1,135,66,Good,98.59,4.06,FALSE,Replace network cable,29.2677,47.90428333,Al Farwaniyah,Farwaniya,50631
171,قادم الجليب وعبدالله المبارك باتجاه المسيله," 29°16'1.62""N"," 47°54'50.97""E",PTZ,Honeywell,2019-05-05 00:00:00,2020-04-29 00:00:00,23,Online,33.6,68,1,480,72,Good,98.38,1.92,TRUE,Lens requires cleaning,29.26711667,47.91415833,Al Farwaniyah,Farwaniya,58417
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,2025-01-22 00:00:00,2025-06-20 00:00:00,19,Online,24.7,74,1,483,90,Good,98.86,3.06,TRUE,Mount stabilization required,29.26548333,47.90606944,Al Farwaniyah,Farwaniya,79727
177,مدخل د.6 القادم من السابع باتجاه الجهراء," 29°16'0.35""N"," 47°49'57.66""E",Bullet,Vivotek,2024-10-08 00:00:00,2025-08-29 00:00:00,23,Online,24.2,42,0,712,93,Good,98.28,4.57,TRUE,Check IR LEDs,29.26676389,47.83268333,Al Jahrah,Jahra,66878
178,مدخل د.7 القادم من الجهراء باتجاه الظهر," 29°15'56.07""N"," 47°50'9.78""E",IP,Vivotek,2022-02-05 00:00:00,2025-06-24 00:00:00,18,Online,30.1,37,0,75,68,Good,98.25,2.37,TRUE,Heat exposure — add shade,29.265575,47.83605,Al Jahrah,Jahra,34507
183,قادم من السابع باتجاه كبد," 29°15'3.80""N","47°51'5.36""E",Dome,Dahua,2022-06-11 00:00:00,2024-07-29 00:00:00,23,Online,28.1,47,1,590,77,Good,99.61,3.27,FALSE,Mount stabilization required,29.25105556,47.85148889,Al Ahmadi,Ahmadi,58698
184,قادم من كبد باتجاه السابع,"29°15'3.58""N","47°51'5.12""E",Dome,Hikvision,2018-12-09 00:00:00,2025-08-31 00:00:00,18,Online,27.7,47,0,162,85,Good,98.97,3.68,TRUE,Replace network cable,29.25099444,47.85142222,Al Ahmadi,Ahmadi,61231
185,قادم من الجهراء باتجاه صبحان," 29°10'49.46""N"," 47°59'31.48""E",Analog,Hikvision,2019-12-07 00:00:00,2022-03-01 00:00:00,21,Online,42.2,94,1,483,67,Good,98.95,4.72,TRUE,Lens requires cleaning,29.18040556,47.99207778,Al Ahmadi,Ahmadi,42535
186,قادم من الجهراء باتجاه ال koc," 29°10'47.36""N"," 47°59'11.45""E",Dome,Hikvision,2023-06-02 00:00:00,2023-07-22 00:00:00,19,Online,35.8,56,3,536,94,Warning,99.51,6.47,TRUE,Focus adjustment needed,29.17982222,47.98651389,Al Ahmadi,Ahmadi,73376
187,قادم من الظهر باتجاه صبحان," 29°11'3.57""N"," 47°59'43.10""E",Dome,Axis,2025-06-30 00:00:00,2025-08-20 00:00:00,19,Online,24.2,74,2,667,89,Good,99.09,4.42,TRUE,,29.184325,47.99530556,Al Ahmadi,Ahmadi,68400
188,قادم من صبحان باتجاه الجهراء," 29°11'1.92""N"," 47°59'38.16""E",IP,Bosch,2018-03-26 00:00:00,2021-04-06 00:00:00,21,Online,33.2,22,0,210,86,Good,99.8,4.03,TRUE,,29.18386667,47.99393333,Al Ahmadi,Ahmadi,67552
189,قادم من صبحان باتجاه الظهر ," 29°11'8.97""N"," 47°59'44.85""E",PTZ,Uniview,2021-02-12 00:00:00,2024-10-04 00:00:00,23,Intermittent,30.6,49,3,657,95,Warning,96.41,8.16,TRUE,,29.185825,47.99579167,Al Ahmadi,Ahmadi,87692
190,القادم من د.7 باتجاه اسواق القرين,"  29°11'40.84""N","48° 0'23.84""E",Fisheye,Uniview,2023-01-17 00:00:00,2023-02-18 00:00:00,22,Online,30.4,67,0,9,74,Good,99.21,4.48,TRUE,Periodic false motion alerts,29.19467778,48.00662222,Al Ahmadi,Ahmadi,57540
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,2025-02-07 00:00:00,2025-10-25 00:00:00,23,Online,27.5,63,2,480,87,Good,99.3,2.61,TRUE,Lens requires cleaning,29.20006389,48.00828611,Al Ahmadi,Ahmadi,67189
192,قادم من المدينه باتجاه اسواق القرين," 29°12'31.47""N","48° 3'30.95""E",Analog,Hikvision,2023-01-22 00:00:00,2024-07-25 00:00:00,19,Online,32.5,78,1,587,68,Good,98.69,3.87,TRUE,,29.20874167,48.05859722,Al Ahmadi,Ahmadi,46464
193,قادم من اسواق القرين باتجاه الاحمدي," 29°12'13.56""N","48° 3'36.56""E",PTZ,Vivotek,2021-05-29 00:00:00,2023-11-15 00:00:00,20,Online,31.8,70,0,20,82,Good,98.27,2.7,FALSE,Periodic false motion alerts,29.20376667,48.06015556,Al Ahmadi,Ahmadi,58180
194,قادم من الاحمدي باتجاه القرين," 29°12'13.16""N","48° 3'38.51""E",Thermal,Dahua,2022-10-24 00:00:00,2024-04-10 00:00:00,18,Intermittent,33.3,70,0,550,64,Warning,93.14,6.98,TRUE,,29.20365556,48.06069722,Al Ahmadi,Ahmadi,47163
195,قادم من القرين باتجاه المدينه," 29°12'29.69""N","48° 3'34.03""E",Analog,Vivotek,2018-04-26 00:00:00,2025-10-01 00:00:00,22,Offline,39.3,53,0,123,97,Good,92.08,11.13,TRUE,Mount stabilization required,29.20824722,48.05945278,Al Ahmadi,Ahmadi,86544
196,قادم من المدينه باتجاه العدان ," 29°14'27.00""N","48° 2'56.52""E",Bullet,Dahua,2019-12-10 00:00:00,2020-06-11 00:00:00,18,Online,20,48,3,491,69,Warning,99.98,3.82,TRUE,Periodic false motion alerts,29.24083333,48.04903333,Mubarak Al-Kabeer,Mubarak Al-Kabeer,41355
198,قادم من العدان باتجاه المدينه," 29°14'24.13""N","48° 3'2.36""E",Thermal,Honeywell,2021-08-23 00:00:00,2024-12-17 00:00:00,18,Online,25.1,95,2,651,93,Good,98.87,3.03,TRUE,Heat exposure — add shade,29.24003611,48.05065556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,60056
199,قادم الاحمدي باتجاه العدان," 29°14'17.64""N","48° 3'4.11""E",Analog,Dahua,2023-10-18 00:00:00,2024-06-25 00:00:00,19,Online,24.3,88,1,584,88,Good,99.84,3.69,TRUE,Lens requires cleaning,29.23823333,48.05114167,Mubarak Al-Kabeer,Mubarak Al-Kabeer,58752
200,قادم من العدان باتجاه الاحمدي," 29°14'15.65""N","48° 2'59.15""E",Analog,Hikvision,2023-10-10 00:00:00,2025-05-27 00:00:00,18,Online,33.3,32,0,196,82,Good,99.78,2.15,TRUE,Firmware update recommended,29.23768056,48.04976389,Mubarak Al-Kabeer,Mubarak Al-Kabeer,47973
123,قادم من المدينه باتجاه الجهراء," 29°16'18.37""N","48° 4'59.42""E",Thermal,Bosch,2018-12-30 00:00:00,2025-04-13 00:00:00,18,Online,22.8,61,1,332,69,Good,98.96,3.2,TRUE,,29.27176944,48.08317222,Mubarak Al-Kabeer,Mubarak Al-Kabeer,39883
204,قادم من الجهراء و جابر العلي باتجاه الاحمدي," 29°10'24.54""N","48° 4'11.43""E",IP,Honeywell,2019-07-17 00:00:00,2022-12-05 00:00:00,22,Intermittent,31.1,36,1,321,77,Warning,94.24,4.08,TRUE,Lens requires cleaning,29.17348333,48.06984167,Al Ahmadi,Ahmadi,59718
205,قادم د.6 باتجاه الرقه مقابل صباح السالم," 29°15'34.28""N"," 48° 3'50.20""E",Analog,Hanwha,2021-08-11 00:00:00,2024-06-05 00:00:00,23,Online,26.6,42,0,609,78,Good,99.61,3.2,TRUE,Periodic false motion alerts,29.25952222,48.06394444,Mubarak Al-Kabeer,Mubarak Al-Kabeer,53282
207,قادم الرقه باجاه د.6 مقابل صباح السالم," 29°15'33.99""N"," 48° 3'50.65""E",Analog,Honeywell,2019-06-03 00:00:00,2025-08-27 00:00:00,21,Intermittent,27.6,47,3,406,92,Warning,91.93,5.94,TRUE,,29.25944167,48.06406944,Mubarak Al-Kabeer,Mubarak Al-Kabeer,69523
209,الغوض / 208 قادم العدان باتجاه الملك فهد," 29°12'44.56""N","48° 5'21.88""E",Analog,Bosch,2024-05-24 00:00:00,2025-02-19 00:00:00,21,Online,29,64,1,357,76,Good,98.2,4.65,TRUE,Periodic false motion alerts,29.21237778,48.08941111,Mubarak Al-Kabeer,Mubarak Al-Kabeer,52547
210,الغوض / 208 قادم الملك فهد باتجاه الرقه," 29°12'24.70""N","48° 5'28.92""E",PTZ,Axis,2021-10-24 00:00:00,2024-02-18 00:00:00,18,Online,44.1,61,0,627,76,Good,98.56,10.21,TRUE,Replace network cable,29.20686111,48.09136667,Al Ahmadi,Ahmadi,53218
211,الغوض / 208  قادم الرقه باتجاه العدان," 29°12'22.69""N","48° 5'32.37""E",Bullet,Uniview,2019-01-16 00:00:00,2023-07-05 00:00:00,23,Online,22.6,34,0,407,81,Good,99.19,4.64,TRUE,,29.20630278,48.092325,Al Ahmadi,Ahmadi,66688
212,الغوض / 208  قادم ط. الفحيحيل باتجاه العدان," 29°12'44.20""N","48° 5'24.38""E",PTZ,Dahua,2021-01-18 00:00:00,2022-03-13 00:00:00,19,Intermittent,35.5,77,0,48,65,Warning,93.68,3.84,TRUE,,29.21227778,48.09010556,Mubarak Al-Kabeer,Mubarak Al-Kabeer,37016
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,2023-05-09 00:00:00,2024-10-19 00:00:00,19,Online,23.3,60,0,720,71,Good,98.98,3.35,FALSE,Focus adjustment needed,29.21439167,48.1022,Mubarak Al-Kabeer,Mubarak Al-Kabeer,42976
