Cam ID,Location,Longitude,Latitude,camera_type,brand,resolution_mp,install_date,last_maintenance_date,avg_daily_operation_hours,connectivity_status,ambient_temp_c,humidity_percent,prev_failures,days_since_last_failure,coverage_percent,health_status,uptime_percent,motion_events_per_day,bandwidth_mbps,night_vision,ptz,location_category,technical_notes
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,4,4/19/2024,7/25/2024,19,Online,37.3,95,1,323,92,Good,98.38,133,2.64,TRUE,FALSE,Roof,Focus adjustment needed
143,قادم المسيله باتجاه د.5," 29°16'19.36""N"," 47°59'14.09""E",Thermal,Vivotek,5,3/10/2021,1/5/2024,23,Online,35.3,63,2,308,66,Warning,99.43,122,3.36,TRUE,FALSE,Parking,Check IR LEDs
144,قادم الجهراء باتجاه المطار," 29°15'56.28""N"," 47°57'55.35""E",Bullet,Hikvision,5,8/24/2022,10/16/2022,19,Online,27.5,63,0,686,81,Good,98.36,141,2.36,TRUE,TRUE,Roof,Mount stabilization required
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,8,11/27/2021,8/8/2024,18,Online,24,72,1,579,67,Good,99.45,98,7.32,TRUE,TRUE,Server Room,Replace network cable
142,قادم من المطار باتجاه المسيله," 29°15'55.58""N","47°59'31.76""E",IP,Vivotek,2,4/19/2024,6/5/2023,21,Online,32.3,47,2,252,94,Good,98.36,119,1.75,TRUE,FALSE,Perimeter,Replace network cable
147,"قادم من المسيله باتجاه د,5"," 29°15'58.75""N"," 47°58'31.58""E",Fisheye,Bosch,2,2/3/2025,2/4/2025,19,Online,27.7,36,1,601,87,Good,98.88,139,1.97,TRUE,FALSE,Roof,Replace network cable
148,مدخل  مطار الكويت الدولي," 29°15'7.59""N","47°58'5.94""E",Dome,Bosch,8,2/18/2025,10/10/2025,22,Online,30.3,33,1,706,98,Good,99.72,113,5.57,TRUE,FALSE,Roof,Focus adjustment needed
150,مخرج مطار الكويت الدولي," 29°15'6.41""N","47°58'6.56""E",Dome,Honeywell,2,9/13/2022,1/13/2025,21,Online,26.4,67,2,347,90,Good,98.62,123,2.01,TRUE,FALSE,Parking,Lens requires cleaning
152,قادم من الجهراء باتجاه الضجيج," 29°15'47.51""N"," 47°57'8.29""E",Analog,Axis,12,8/13/2025,5/10/2025,21,Online,37.5,65,2,511,80,Good,98.36,111,3.73,TRUE,FALSE,Warehouse,Lens requires cleaning
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,4,11/27/2021,11/28/2023,21,Online,38,33,2,279,86,Good,99.33,129,2.62,TRUE,TRUE,Server Room,Focus adjustment needed
155,قادم الضجيج باتجاه المسيله," 29°15'56.54""N","47°57'24.55""E",Fisheye,Dahua,4,2/7/2025,9/27/2025,19,Online,36.2,53,1,262,62,Good,99.38,126,2.09,FALSE,TRUE,Parking,Mount stabilization required
156,قادم من المسيله باتجاه الخامس," 29°16'9.29""N"," 47°57'6.70""E",Thermal,Honeywell,5,8/20/2020,9/4/2022,18,Online,36.7,31,1,718,63,Good,98.98,121,4.5,TRUE,FALSE,Parking,Focus adjustment needed
157,مدخل مطار الكويت الدولي T4," 29°15'14.72""N","47°57'41.92""E",Thermal,Bosch,2,1/14/2025,4/14/2025,23,Online,27.1,57,2,248,65,Warning,98.05,116,1.1,FALSE,FALSE,Office,
158,قادم المسيله باتجاه اشبيله والجليب," 29°16'1.35""N"," 47°56'25.61""E",Dome,Axis,5,8/23/2018,7/29/2022,22,Online,37.8,40,1,73,86,Good,98.8,129,3,TRUE,FALSE,Lobby,Check IR LEDs
160,قادم من الجليب باتجاه المسيله,"  29°15'59.54""N","47°56'26.39""E",Dome,Uniview,12,6/5/2022,7/23/2022,18,Offline,26.5,60,0,652,76,Good,92.7,130,12.49,TRUE,TRUE,Office,Focus adjustment needed
161,قادم من الجهراء باتجاه الجليب," 29°15'59.67""N"," 47°56'16.47""E",Bullet,Dahua,5,11/1/2024,1/4/2025,20,Online,23.2,55,0,428,93,Good,98.55,114,4.7,TRUE,FALSE,Gate,Focus adjustment needed
162,قادم من اشبيله والجليب واشبيله باتجاه الجهراء," 29°16'1.42""N"," 47°56'21.86""E",Fisheye,Honeywell,2,8/6/2021,5/8/2025,20,Offline,28.1,66,0,155,83,Good,91.68,126,0.69,TRUE,FALSE,Lobby,Periodic false motion alerts
163,قادم من المسيله باتجاه باتجاه د.5," 29°16'4.93""N","47°55'32.95""E",Fisheye,Hanwha,5,10/5/2025,10/26/2025,19,Online,26.1,51,1,16,78,Good,98.14,109,2.72,TRUE,FALSE,Warehouse,Firmware update recommended
164,قادم من المسيلة باتجاه الجليب 2," 29°16'3.51""N"," 47°55'34.38""E",Fisheye,Uniview,5,7/4/2021,5/29/2025,20,Online,26.8,66,3,421,78,Warning,98.46,106,2.55,FALSE,TRUE,Server Room,
166,قادم من الجهراء باتجاه الجساوي ,"29°16'1.06""N","47°55'17.84""E",IP,Hanwha,8,2/18/2022,1/29/2024,19,Online,27.7,62,0,82,80,Good,98.77,129,5.53,TRUE,FALSE,Office,
167,قادم من الحساوي باتجاه المسيله," 29°16'0.54""N","47°55'45.08""E",Analog,Hikvision,5,3/6/2019,3/29/2021,22,Intermittent,36.5,95,0,574,78,Good,94.07,111,4.9,TRUE,FALSE,Parking,
168,قادم المسيله باتجاه العارضيه وعبدالله المبارك," 29°16'3.19""N"," 47°54'51.86""E",IP,Hanwha,8,1/1/2024,4/18/2025,19,Online,24.4,63,2,571,60,Warning,98.18,120,8.93,TRUE,FALSE,Warehouse,
170,قادم من مستشفى الفروانيه باتجاه الجهراء," 29°16'3.72""N","47°54'15.42""E",Fisheye,Uniview,4,10/20/2023,9/23/2024,18,Online,38.3,45,1,135,66,Good,98.59,121,4.06,FALSE,FALSE,Parking,Replace network cable
171,قادم الجليب وعبدالله المبارك باتجاه المسيله," 29°16'1.62""N"," 47°54'50.97""E",PTZ,Honeywell,2,5/5/2019,4/29/2020,23,Online,33.6,68,1,480,72,Good,98.38,110,1.92,TRUE,FALSE,Server Room,Lens requires cleaning
172,قادم من الجهراء باتجاه عبدالله المبارك," 29°15'55.74""N","47°54'21.85""E",PTZ,Dahua,5,1/22/2025,6/20/2025,19,Online,24.7,74,1,483,90,Good,98.86,128,3.06,TRUE,FALSE,Server Room,Mount stabilization required
177,مدخل د.6 القادم من السابع باتجاه الجهراء," 29°16'0.35""N"," 47°49'57.66""E",Bullet,Vivotek,5,10/8/2024,8/29/2025,23,Online,24.2,42,0,712,93,Good,98.28,128,4.57,TRUE,FALSE,Server Room,Check IR LEDs
178,مدخل د.7 القادم من الجهراء باتجاه الظهر," 29°15'56.07""N"," 47°50'9.78""E",IP,Vivotek,4,2/5/2022,6/24/2025,18,Online,30.1,37,0,75,68,Good,98.25,124,2.37,TRUE,TRUE,Lobby,Heat exposure — add shade
183,قادم من السابع باتجاه كبد," 29°15'3.80""N","47°51'5.36""E",Dome,Dahua,4,6/11/2022,7/29/2024,23,Online,28.1,47,1,590,77,Good,99.61,120,3.27,FALSE,FALSE,Roof,Mount stabilization required
184,قادم من كبد باتجاه السابع,"29°15'3.58""N","47°51'5.12""E",Dome,Hikvision,8,12/9/2018,8/31/2025,18,Online,27.7,47,0,162,85,Good,98.97,103,3.68,TRUE,TRUE,Perimeter,Replace network cable
185,قادم من الجهراء باتجاه صبحان," 29°10'49.46""N"," 47°59'31.48""E",Analog,Hikvision,5,12/7/2019,3/1/2022,21,Online,42.2,94,1,483,67,Good,98.95,117,4.72,TRUE,FALSE,Lobby,Lens requires cleaning
186,قادم من الجهراء باتجاه ال koc," 29°10'47.36""N"," 47°59'11.45""E",Dome,Hikvision,8,6/2/2023,7/22/2023,19,Online,35.8,56,3,536,94,Warning,99.51,116,6.47,TRUE,FALSE,Office,Focus adjustment needed
187,قادم من الظهر باتجاه صبحان," 29°11'3.57""N"," 47°59'43.10""E",Dome,Axis,5,6/30/2025,8/20/2025,19,Online,24.2,74,2,667,89,Good,99.09,116,4.42,TRUE,FALSE,Server Room,
188,قادم من صبحان باتجاه الجهراء," 29°11'1.92""N"," 47°59'38.16""E",IP,Bosch,5,3/26/2018,4/6/2021,21,Online,33.2,22,0,210,86,Good,99.8,114,4.03,TRUE,FALSE,Office,
189,قادم من صبحان باتجاه الظهر ," 29°11'8.97""N"," 47°59'44.85""E",PTZ,Uniview,12,2/12/2021,10/4/2024,23,Intermittent,30.6,49,3,657,95,Warning,96.41,116,8.16,TRUE,TRUE,Lobby,
190,القادم من د.7 باتجاه اسواق القرين,"  29°11'40.84""N","48° 0'23.84""E",Fisheye,Uniview,8,1/17/2023,2/18/2023,22,Online,30.4,67,0,9,74,Good,99.21,129,4.48,TRUE,FALSE,Perimeter,Periodic false motion alerts
191,القادم من اسواق القرين باتجاه صبحان," 29°12'0.23""N","48° 0'29.83""E",Fisheye,Uniview,5,2/7/2025,10/25/2025,23,Online,27.5,63,2,480,87,Good,99.3,119,2.61,TRUE,FALSE,Office,Lens requires cleaning
192,قادم من المدينه باتجاه اسواق القرين," 29°12'31.47""N","48° 3'30.95""E",Analog,Hikvision,4,1/22/2023,7/25/2024,19,Online,32.5,78,1,587,68,Good,98.69,129,3.87,TRUE,TRUE,Parking,
193,قادم من اسواق القرين باتجاه الاحمدي," 29°12'13.56""N","48° 3'36.56""E",PTZ,Vivotek,4,5/29/2021,11/15/2023,20,Online,31.8,70,0,20,82,Good,98.27,135,2.7,FALSE,FALSE,Gate,Periodic false motion alerts
194,قادم من الاحمدي باتجاه القرين," 29°12'13.16""N","48° 3'38.51""E",Thermal,Dahua,12,10/24/2022,4/10/2024,18,Intermittent,33.3,70,0,550,64,Warning,93.14,106,6.98,TRUE,FALSE,Office,
195,قادم من القرين باتجاه المدينه," 29°12'29.69""N","48° 3'34.03""E",Analog,Vivotek,12,4/26/2018,10/1/2025,22,Offline,39.3,53,0,123,97,Good,92.08,143,11.13,TRUE,FALSE,Roof,Mount stabilization required
196,قادم من المدينه باتجاه العدان ," 29°14'27.00""N","48° 2'56.52""E",Bullet,Dahua,12,12/10/2019,6/11/2020,18,Online,20,48,3,491,69,Warning,99.98,111,3.82,TRUE,FALSE,Roof,Periodic false motion alerts
198,قادم من العدان باتجاه المدينه," 29°14'24.13""N","48° 3'2.36""E",Thermal,Honeywell,8,8/23/2021,12/17/2024,18,Online,25.1,95,2,651,93,Good,98.87,105,3.03,TRUE,FALSE,Gate,Heat exposure — add shade
199,قادم الاحمدي باتجاه العدان," 29°14'17.64""N","48° 3'4.11""E",Analog,Dahua,5,10/18/2023,6/25/2024,19,Online,24.3,88,1,584,88,Good,99.84,130,3.69,TRUE,FALSE,Server Room,Lens requires cleaning
200,قادم من العدان باتجاه الاحمدي," 29°14'15.65""N","48° 2'59.15""E",Analog,Hikvision,5,10/10/2023,5/27/2025,18,Online,33.3,32,0,196,82,Good,99.78,125,2.15,TRUE,FALSE,Parking,Firmware update recommended
123,قادم من المدينه باتجاه الجهراء," 29°16'18.37""N","48° 4'59.42""E",Thermal,Bosch,4,12/30/2018,4/13/2025,18,Online,22.8,61,1,332,69,Good,98.96,105,3.2,TRUE,FALSE,Roof,
204,قادم من الجهراء و جابر العلي باتجاه الاحمدي," 29°10'24.54""N","48° 4'11.43""E",IP,Honeywell,8,7/17/2019,12/5/2022,22,Intermittent,31.1,36,1,321,77,Warning,94.24,137,4.08,TRUE,FALSE,Perimeter,Lens requires cleaning
205,قادم د.6 باتجاه الرقه مقابل صباح السالم," 29°15'34.28""N"," 48° 3'50.20""E",Analog,Hanwha,8,8/11/2021,6/5/2024,23,Online,26.6,42,0,609,78,Good,99.61,125,3.2,TRUE,TRUE,Lobby,Periodic false motion alerts
207,قادم الرقه باجاه د.6 مقابل صباح السالم," 29°15'33.99""N"," 48° 3'50.65""E",Analog,Honeywell,5,6/3/2019,8/27/2025,21,Intermittent,27.6,47,3,406,92,Warning,91.93,101,5.94,TRUE,FALSE,Parking,
209,الغوض / 208 قادم العدان باتجاه الملك فهد," 29°12'44.56""N","48° 5'21.88""E",Analog,Bosch,4,5/24/2024,2/19/2025,21,Online,29,64,1,357,76,Good,98.2,114,4.65,TRUE,FALSE,Server Room,Periodic false motion alerts
210,الغوض / 208 قادم الملك فهد باتجاه الرقه," 29°12'24.70""N","48° 5'28.92""E",PTZ,Axis,12,10/24/2021,2/18/2024,18,Online,44.1,61,0,627,76,Good,98.56,121,10.21,TRUE,FALSE,Parking,Replace network cable
211,الغوض / 208  قادم الرقه باتجاه العدان," 29°12'22.69""N","48° 5'32.37""E",Bullet,Uniview,4,1/16/2019,7/5/2023,23,Online,22.6,34,0,407,81,Good,99.19,117,4.64,TRUE,TRUE,Parking,
212,الغوض / 208  قادم ط. الفحيحيل باتجاه العدان," 29°12'44.20""N","48° 5'24.38""E",PTZ,Dahua,8,1/18/2021,3/13/2022,19,Intermittent,35.5,77,0,48,65,Warning,93.68,139,3.84,TRUE,TRUE,Roof,
213,قادم من المدينه باتجاه ابوفطيره," 29°12'51.81""N","48° 6'7.92""E",PTZ,Uniview,8,5/9/2023,10/19/2024,19,Online,23.3,60,0,720,71,Good,98.98,113,3.35,FALSE,FALSE,Gate,Focus adjustment needed
214,قادم من ابوفطيره باتجاه الفحيحيل," 29°12'40.36""N","48° 6'11.06""E",Dome,Vivotek,8,9/23/2020,5/21/2024,19,Online,24.3,54,1,294,85,Good,99.4,117,3.3,TRUE,FALSE,Server Room,
215,قادم من ابوفطيره باتجاه المدينه," 29°13'9.79""N","48° 6'5.32""E",Bullet,Dahua,8,12/4/2020,2/24/2023,23,Online,34.9,70,0,163,69,Good,98.6,121,6.63,TRUE,FALSE,Parking,Periodic false motion alerts
216,قادم من الفحيحل باتجاه المدينه وابوفطيره," 29°12'32.06""N","48° 6'16.78""E",Analog,Hikvision,5,12/8/2021,12/4/2023,21,Online,22.4,25,1,236,71,Good,99.06,119,4.69,TRUE,FALSE,Server Room,Replace network cable
217,قادم من المدينه باتجاه صباح السالم," 29°15'3.83""N","48° 5'25.86""E",Thermal,Hanwha,4,12/19/2020,1/22/2023,22,Online,33.1,54,0,577,85,Good,99.62,124,3.74,TRUE,FALSE,Office,Heat exposure — add shade
218,قادم من صباح السالم باتجاه الفحيحيل," 29°14'51.09""N","48° 5'29.73""E",PTZ,Honeywell,4,6/19/2022,3/22/2025,22,Online,34.2,63,0,95,92,Good,99.1,128,2.79,TRUE,TRUE,Gate,Heat exposure — add shade
219,قادم من صباح السالم باتجاه المدينه," 29°15'0.90""N","48° 5'30.33""E",Thermal,Honeywell,4,6/26/2018,2/22/2020,22,Online,22.2,36,0,426,97,Good,98.5,106,1.21,TRUE,TRUE,Gate,Heat exposure — add shade
220,قادم من الفحيحل باتجاه المدينه وصباح السالم," 29°14'49.59""N","48° 5'33.26""E",Dome,Axis,8,8/13/2023,1/16/2024,23,Online,37.2,33,2,112,89,Good,98.97,139,4.65,TRUE,FALSE,Warehouse,Firmware update recommended
222,القادم من الفحاحيل باتجاه الجهراء," 29°18'55.85""N"," 48° 3'8.95""E",Dome,Uniview,5,11/26/2018,9/16/2020,23,Online,35.7,48,2,140,84,Good,98.85,112,2.96,TRUE,TRUE,Warehouse,
109,قادم من المدينة باتجاء البدع," 29°18'46.99""N"," 48° 3'12.42""E",Analog,Vivotek,5,3/18/2020,9/13/2025,22,Offline,20.8,49,0,649,85,Good,97.41,129,3.4,TRUE,FALSE,Warehouse,Lens requires cleaning
223,القادم من الضجيج باتجاه الجهراء," 29°18'13.48""N"," 47°57'49.16""E",Analog,Bosch,8,1/9/2023,2/1/2024,22,Online,36.5,50,0,510,96,Good,99.78,111,3.29,TRUE,FALSE,Office,Replace network cable
224,القادم من السالمية باتجاه الضجيج," 29°18'11.55""N"," 47°57'44.36""E",Dome,Uniview,2,3/28/2020,6/28/2025,21,Online,33.4,42,0,200,76,Good,98.69,123,1.43,TRUE,FALSE,Parking,
225,القادم من الشويخ باتجاه السالمية ," 29°18'9.18""N"," 47°57'45.10""E",Thermal,Uniview,4,12/3/2018,5/14/2019,18,Online,33,59,2,283,71,Warning,99.04,124,1.63,TRUE,FALSE,Gate,Replace network cable
226,القادم من الجهراء باتجاه الشويخ ," 29°18'5.45""N"," 47°57'51.95""E",Thermal,Hanwha,2,6/3/2020,12/7/2025,19,Online,30.7,55,1,219,60,Good,99.46,105,1.15,TRUE,FALSE,Server Room,
145,قادم من الخامس باتجاه الجهراء," 29°15'58.13""N","47°57'58.27""E",Analog,Hanwha,2,11/27/2021,12/30/2024,19,Offline,45.5,74,1,509,81,Warning,93.63,114,0.74,TRUE,FALSE,Lobby,Heat exposure — add shade
240,قادم من الاول بتجاه عبدالحميد حمد الصقر," 29°21'57.49""N"," 47°57'46.66""E",Fisheye,Honeywell,4,1/5/2024,10/10/2024,18,Online,36.3,58,2,726,70,Warning,98.75,116,4.09,TRUE,FALSE,Roof,Heat exposure — add shade
241,قادم من الشيخ زايد باتجاه المغرب," 29°18'29.22""N"," 48° 1'16.77""E",IP,Uniview,5,3/8/2020,12/28/2021,22,Online,38.1,54,3,221,76,Warning,99.87,115,4.56,TRUE,FALSE,Gate,
242,قادم من المغرب باتجاه الشيخ زايد," 29°18'25.91""N"," 48° 1'33.42""E",Thermal,Vivotek,2,12/15/2018,4/20/2019,19,Online,24.4,44,1,522,65,Good,98.07,113,1.73,TRUE,TRUE,Warehouse,Periodic false motion alerts
243,قادم من حسين علي الرومي باتجاه عيسى بن سلمان الخليفه," 29°19'51.52""N"," 48° 2'18.02""E",PTZ,Honeywell,5,9/24/2024,8/31/2025,18,Intermittent,28.2,55,1,366,89,Warning,93.45,116,3.96,TRUE,TRUE,Office,Focus adjustment needed
244,قادم من عيسى بن سلمان الخليفه باتجاه حسين علي الرومي," 29°19'50.22""N"," 48° 2'19.38""E",Thermal,Bosch,4,7/22/2021,4/10/2023,22,Online,23.2,37,0,373,99,Good,98.41,117,3.37,TRUE,FALSE,Parking,
245,قادم من الملك فهد بن عبدالعزيز باتجاه الملك عبدالله بن عبدالعزيز," 29°15'49.15""N"," 48° 2'32.21""E",Bullet,Hikvision,5,10/12/2018,5/26/2019,18,Intermittent,33,69,0,437,92,Good,95.2,131,4.31,FALSE,FALSE,Perimeter,Focus adjustment needed
246,قادم من الملك عبدالله بن عبدالعزيز باتجاه الملك فهد بن عبدالعزيز," 29°15'48.46""N"," 48° 2'35.44""E",PTZ,Axis,8,10/29/2021,1/8/2023,22,Online,35.6,26,0,187,64,Good,99.25,130,8.16,TRUE,FALSE,Parking,
247,قادم من الاول باتجاه شارع القاهره ," 29°21'51.21""N"," 47°59'32.67""E",PTZ,Bosch,5,3/21/2024,12/13/2024,23,Online,39.8,34,1,645,96,Good,99.2,110,5.39,TRUE,TRUE,Server Room,
380,قادم من الخليح العربي بتجاه على السالم ," 29°22'31.28""N"," 47°58'12.03""E",Thermal,Hikvision,2,12/1/2024,6/17/2024,18,Online,30.1,54,3,287,92,Warning,99.9,121,0.91,TRUE,TRUE,Parking,Periodic false motion alerts
381,مدخل الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Analog,Uniview,5,1/7/2019,6/14/2025,20,Online,40.1,54,1,237,98,Good,99.53,117,4.1,TRUE,FALSE,Office,Firmware update recommended
382,مخرج الخيران البحري ,"28°40'22.6""N"," 48°21'43.9""E",Thermal,Hikvision,2,12/29/2023,5/17/2024,19,Intermittent,40.6,88,2,231,72,Warning,94.96,112,1.39,TRUE,FALSE,Server Room,Mount stabilization required
373,قادم من الدائري الاول باتجاه  طريق المفرب السريع," 29°21'37.44""N"," 47°59'12.76""E",Analog,Uniview,8,9/7/2019,5/31/2021,23,Online,24.4,51,2,545,67,Warning,98.23,109,6.36,TRUE,FALSE,Perimeter,Firmware update recommended
254,قادم من الدائري الرابع  باتجاه شارع حمد راشد العليان ," 29°18'48.93""N"," 47°56'2.46""E",Thermal,Axis,2,10/7/2023,9/24/2025,18,Online,25.5,58,1,344,75,Good,99.68,104,2.37,TRUE,FALSE,Perimeter,Mount stabilization required
255,قادم من شارع حمد راشد العليان باتجاه الدائري الرابع ,,,Thermal,Hanwha,5,6/20/2022,11/12/2022,19,Intermittent,23.2,68,0,188,90,Good,92.28,139,3.92,TRUE,FALSE,Server Room,
255,قادم من شارع حمد راشد العليان باتجاه الدائري الرابع ,,,Thermal,Hanwha,5,6/20/2022,7/28/2022,18,Online,28.8,69,1,729,69,Good,98.17,113,3.67,TRUE,FALSE,Parking,Check IR LEDs
268,قادم من فهد السالم باتجاه الدائري الاول و الخليج," 29°21'58.98""N"," 47°57'56.30""E",Dome,Hanwha,8,11/18/2020,10/30/2023,23,Offline,31.7,76,0,84,65,Warning,93.27,136,6.03,TRUE,TRUE,Warehouse,Focus adjustment needed
268,قادم من فهد السالم باتجاه الدائري الاول و الخليج," 29°21'58.98""N"," 47°57'56.30""E",Dome,Hanwha,8,11/18/2020,2/3/2025,18,Online,44.3,47,1,456,90,Good,99.87,103,6.27,FALSE,FALSE,Gate,Heat exposure — add shade
270,قادم من الدائري الأول باتجاه شارع عبد العزيز حمد الصقر ," 29°22'0.17""N"," 47°57'54.88""E",Thermal,Bosch,8,6/15/2023,1/4/2024,19,Online,24.8,50,0,709,63,Good,99.8,124,6.87,TRUE,FALSE,Parking,
271,قادم من شارع عبد العزيز حمد الصقر باتجاه الدائري الأول ,,,Dome,Dahua,8,10/26/2021,6/19/2023,18,Online,27.3,47,1,447,74,Good,99.21,122,7.72,TRUE,FALSE,Gate,Lens requires cleaning
274,قادم من شارع الخليج العربي من ناحية الشويخ باتجاه شارع السور ," 29°21'50.15""N"," 47°57'32.56""E",IP,Hikvision,5,10/6/2022,5/4/2023,18,Online,42.1,59,1,533,93,Good,99.07,136,2.84,FALSE,FALSE,Roof,
275,قادم من شارع الخليج العربي من ناحية باتجاه شارع السور ,,,IP,Bosch,5,7/7/2020,3/15/2024,18,Online,26.1,10,2,634,83,Good,98.35,119,2.88,TRUE,TRUE,Gate,
276,قادم من شارع السور باتجاه الخليج العربي من ناحية الشويخ ," 29°21'51.14""N"," 47°57'32.01""E",Fisheye,Bosch,4,8/16/2023,5/8/2024,23,Online,22.7,58,1,599,74,Good,98.52,111,4.63,TRUE,FALSE,Gate,Firmware update recommended
